,A apol,A AMR,A nH,A nC,A nN,A nO,A nS,A MW,A nBondsD,A nBonds,A nBonds2,A Sv,A Sse,A Spe,A Sare,A Sp,A Si,A Mv,A Mse,A Mpe,A Mare,A Mp,A Mi,A ETA_dEpsilon_A,A ETA_dAlpha_B,A ETA_BetaP,A FMF,A fragC,A HOMO,A LOMO,A Bandgap,B apol,B AMR,B nH,B nC,B nN,B nO,B nS,B MW,B nBondsD,B nBonds,B nBonds2,B Sv,B Sse,B Spe,B Sare,B Sp,B Si,B Mv,B Mse,B Mpe,B Mare,B Mp,B Mi,B ETA_dEpsilon_A,B ETA_dAlpha_B,B ETA_BetaP,B FMF,B fragC,B HOMO,B LOMO,B Bandgap,Time (s),Potential (v)
A Mp,0.7421034603232625,0.7864617642502465,0.2785874204904723,0.8431249237300739,0.19626150477862161,0.5661359354958254,0.6009463123907344,0.7199717046865683,0.8135005909905831,0.7800690724441703,0.7205358397253081,0.7440440274829542,0.685774624458741,0.6892941056698225,0.6874877691835302,0.7384176758733503,0.667789974850103,0.9888630880988379,0.6668346011830378,0.7516524672843169,0.7210524323592556,1.0,-0.8798962233471749,0.7429193122518991,-0.4538082514718377,0.8426406653499106,0.8617444522125873,0.7376749158991661,-0.19588722568115138,-0.8463426304805529,-0.7579690039686279,-0.03363966084450949,-0.03619963093577799,-0.003059621242541754,-0.03885240368824442,-0.008551735903847672,-0.04498328438309629,-0.024779724450378477,-0.03597783205882675,-0.03584859958186408,-0.038953238064902806,-0.032959993425605454,-0.03523763868298325,-0.032116178840791834,-0.03258570160303205,-0.032589498212694544,-0.033463280905387825,-0.030089340121522985,-0.08155110663998663,-0.059485625291704154,-0.06599719293859606,-0.06448552507300036,-0.07611935545248584,0.08814216291362742,-0.06153938623130282,0.010432169352855446,-0.0773873840434393,-0.08612722897869088,-0.02281031263651868,-0.06693443341381111,0.08963703734783507,0.11101855741420477,2.9855787496703005e-16,-0.0638539106057475
A Mi,-0.43550571791377507,-0.49007993416074386,0.007990913232892173,-0.5906729223292297,0.26890714086511175,-0.3913255772746257,-0.35904352390820554,-0.4194803431482433,-0.5127574929492498,-0.4868095986093554,-0.40973991718405217,-0.43795867589584553,-0.3668655903633655,-0.3703001600859059,-0.3680167143323293,-0.4304595933183245,-0.3386403650096304,-0.849085964822206,-0.4550817829756936,-0.5259987703512602,-0.48903335922128804,-0.8798962233471749,1.0,-0.5135992946917786,0.584524234008895,-0.6427451550718459,-0.8267592381537917,-0.47648856629601094,0.3262387746863484,0.578611285677481,0.45461085512620464,0.017725679379031162,0.01828378481250072,0.014383914254293547,0.02134952933864856,-0.012887623707096434,0.027525461112932286,0.004078057962314263,0.01691131450184236,0.011892171737878002,0.01899831300871434,0.01955707786365704,0.018386475985048875,0.01899614239278362,0.018987806471104676,0.019026483168335693,0.01760477182583723,0.018558927761682,0.04269765535008827,0.02638950935775599,0.03034157404412447,0.029246647555068485,0.038454946841675844,-0.058243289727698606,0.02614655346211128,-0.004466568619110325,0.0399013039235027,0.059973236475417205,-0.003933744265692809,0.01520976882736189,-0.05225652234844706,-0.057149851574468086,-1.4107933510674727e-16,-0.12254102510103924
A ETA_dEpsilon_A,0.855913509055728,0.8599921255692704,0.3285279416377227,0.7956090767247206,0.2611986673995388,0.946972365464791,0.946948706051301,0.9243187541529226,0.8879807082091811,0.9076841083993973,0.8393697653462671,0.8752020399230191,0.8537965457262069,0.8588133225428932,0.8593978257935696,0.8569792679614197,0.8204576647884594,0.817500330579765,0.9924051726198431,0.9984783256945747,0.9979050328973663,0.7429193122518991,-0.5135992946917786,1.0,0.15006543316923082,0.4432675152578005,0.3820338686288091,0.9084338718945365,-0.45594750667527173,-0.8652740805548681,-0.6903931427838155,-0.04218540438037604,-0.044746227606534364,-0.0025228380732109715,-0.03832672502784748,-0.02685064552200982,-0.06933405631715787,-0.054966196288789446,-0.050115233985701155,-0.048256199248865456,-0.047416165008869984,-0.03979633060577918,-0.044355572375368996,-0.042098710318839244,-0.042727256578265545,-0.04282351107332561,-0.042295698982575784,-0.039061662734051296,-0.06997167155267812,-0.08216784323343995,-0.08146310261189904,-0.08194393650664494,-0.06386536180511437,0.054101454144428685,-0.08029862750487096,-0.007524724131030318,-0.05654509589450054,-0.04128942138971223,-0.037642432329841595,-0.028153941395926474,0.07875387542956533,0.08779206595874448,2.8983982656384917e-16,-0.2303369195288943
A ETA_dAlpha_B,-0.08303242117506865,-0.14083439594385413,-0.14060584373875576,-0.2691553126513371,0.14100807116614728,0.24960543986798836,0.14973810005950222,0.032457980375711126,-0.131813523795367,-0.04335627979083704,-0.06751318784295082,-0.05566509485320363,-0.012584593112409915,-0.009131504157225582,-0.0057663474128115235,-0.07736333070743018,-0.027732273812735877,-0.31839456607532063,0.23532882525008797,0.16051204791453588,0.20117642243761447,-0.4538082514718377,0.584524234008895,0.15006543316923082,1.0,-0.4884445124671805,-0.5219197889509475,0.007708879599627989,0.02691636217879929,0.028087727198638036,0.018405264166584636,0.017000462221027003,0.020493470009527302,0.012241994309448258,0.031701364358016355,-0.006517979864056054,-0.009629307849133061,-0.014728497050750583,0.009039524770108246,0.01506088189309224,0.016892347431443158,0.01724131426897944,0.016224334221811073,0.013078328537904992,0.013004977863014217,0.012820236694463142,0.016526564696640503,0.013780500395713017,0.05420282760125319,-0.008579605973180832,0.004206570450640426,-0.00013337090445876798,0.059899830504050934,-0.08836400215622148,0.002056614364685843,-0.08295721372125149,0.08707891557354426,0.07915955235998362,0.004964385484859145,0.08371105430407987,-0.04664451445386649,-0.07331387292522572,-2.0883524431597006e-16,-0.1467723551096612
A ETA_BetaP,0.5337308198109235,0.5831325380209592,0.24449309533299002,0.6518614885167614,0.45701925117986547,0.18313771444993077,0.26090394993122795,0.4707368442433884,0.6106486697889388,0.5500657791727951,0.5186328408480062,0.5280537645185639,0.47579101244155636,0.47832636901958064,0.4763464142132732,0.5297125659881136,0.48037886580991634,0.8063842542133057,0.3363648605003193,0.45604285533086947,0.42436712129723947,0.8426406653499106,-0.6427451550718459,0.4432675152578005,-0.4884445124671805,1.0,0.8709431058629032,0.46341643063299937,0.25681732316361977,-0.6830899000396898,-0.7489403881571198,-0.004057451974189789,-0.006506819372554627,0.028076869505840717,-0.016007474529328856,0.009183033087472751,-0.007127912908242264,0.0111612733475829,-0.0054839404125885255,-0.010372252689004904,-0.01284817892549946,-0.003015802901980938,-0.005926297560535139,0.00026491843234571923,-0.00041948328078962236,-0.0003441124158511552,-0.0036751809968419633,0.0023825128314584497,-0.07894991027201935,-0.03670407438827879,-0.04857110415469466,-0.04635846864140356,-0.07152291344771863,0.09251054554898662,-0.04155983430498136,-0.0083149762057548,-0.08295705919548456,-0.1056621561615077,-0.008616291242719884,-0.13514725606873673,0.08219627978313791,0.12526011185489633,3.810529696101327e-16,-0.0959097750551909
A FMF,0.40291929130787046,0.45398888634710677,0.0729413519824216,0.5684195850750465,0.1460417351077797,0.14288347907295262,0.15436090205626699,0.34533297514400124,0.4763741629083684,0.4425093173981728,0.3900590517409478,0.39971286890263563,0.33371619231650496,0.3367619487070604,0.3344075659234567,0.3975909194914829,0.32824310563790615,0.8278706783344393,0.29092766531061576,0.41007111309981625,0.3724630481185346,0.8617444522125873,-0.8267592381537917,0.3820338686288091,-0.5219197889509475,0.8709431058629032,1.0,0.3770331006970186,0.14804103468257374,-0.6268428485632613,-0.6582996935376337,-0.012271566069810247,-0.012600474321315327,0.005157157088407966,-0.01810156837831265,0.009758003257221036,-0.02115270130132931,-0.0026034198944610847,-0.013310214547589322,-0.012515768412317607,-0.017331240904999327,-0.012904189383872102,-0.01346796177744809,-0.01110118314960847,-0.011415437244216984,-0.011409650679903178,-0.012081959754991259,-0.009750771373134147,-0.055769975295883345,-0.03592881550930182,-0.04153801374376652,-0.04038731571897407,-0.04962746022397328,0.0680203365396543,-0.03575279324943887,-0.00955587485408551,-0.03827570426989874,-0.08060854065584684,-0.004112126701332768,-0.037457816718612244,0.06329197236989198,0.07527178585118936,1.3868402739025434e-16,0.07726901030395349
A fragC,0.9399628887478918,0.9394840129507002,0.5103187018308468,0.9036619036347167,0.4000664066284747,0.8805980421073254,0.9248973005440757,0.9659600212158089,0.9492480080650296,0.9684883085360594,0.930672044031791,0.9492155929484088,0.9311875753468436,0.9341792296063651,0.9341619753641783,0.9402334745739453,0.9115845927011375,0.7847173249161653,0.8865482282619126,0.9045180100940255,0.9003838942472615,0.7376749158991661,-0.47648856629601094,0.9084338718945365,0.007708879599627989,0.46341643063299937,0.3770331006970186,1.0,-0.3590425277662625,-0.8661498086497629,-0.7232824341904834,-0.0846862318150274,-0.087527794061908,-0.025686005369342253,-0.08420679198898806,-0.06602375194877132,-0.09949178451224024,-0.08616158496503801,-0.090820035512418,-0.08931864336517972,-0.09110810343502988,-0.08209500086039594,-0.08684517025615006,-0.08277178132002602,-0.08354312112315063,-0.08358287891646095,-0.08467593338033569,-0.07945361128499963,-0.10475682742249004,-0.1032314571791277,-0.10586415478186828,-0.10521694086545302,-0.10054014788355593,0.08810414224680771,-0.10418596473859768,0.02236449864532973,-0.08861787232589388,-0.0676351787168825,-0.0852507722266207,-0.054011681575602384,0.11446452580575646,0.13176388578282985,3.6249047829018127e-16,-0.26470509834161365
A HOMO,-0.2064720952253652,-0.2195249258664941,0.17075600841392094,-0.1556207474094702,0.494955640130913,-0.5689991514946023,-0.5562593190124187,-0.3058377969148841,-0.2633097331346637,-0.2517114894427408,-0.17528555568049822,-0.2225827642715777,-0.20135665141720782,-0.2048166417174508,-0.20516693991532053,-0.20782082450644035,-0.15478375430576027,-0.21663075107002125,-0.5049274079220987,-0.4309009513158126,-0.43381728413552145,-0.19588722568115138,0.3262387746863484,-0.45594750667527173,0.02691636217879929,0.25681732316361977,0.14804103468257374,-0.3590425277662625,1.0,0.08445806128578214,-0.2485105750555556,0.07370863675626002,0.08042372453452988,0.006236796220434938,0.0664831853157048,0.061487797209079015,0.10024928488758068,0.10438144503872837,0.08518244813774642,0.09092436732689461,0.07888532486100963,0.0667592163902733,0.07595534831470502,0.07083427412218994,0.07178158159412533,0.07182407323072768,0.07391676206950597,0.06629601780505183,0.09057725969334267,0.10177776123052734,0.09915808799856977,0.09840428441832964,0.09499085885285126,-0.07249213324203424,0.10462832590986473,-0.07746078193142146,0.09927243263490002,0.032882306403017134,0.06927041432219072,-0.08016275649212011,-0.08222271493228352,-0.05682197850985649,-1.9264277239513532e-16,-0.03305721758642374
A LOMO,-0.8892157802292145,-0.894908652492647,-0.4656250511551481,-0.9012468597584247,-0.4615250641726683,-0.7474731715803317,-0.7633151670086107,-0.8915699108009366,-0.919197358892291,-0.9183900309781827,-0.8785138084301808,-0.8976168728314873,-0.869298562014324,-0.8727576921199572,-0.8723573576845355,-0.8880773805963255,-0.8555081126408469,-0.8922012930768768,-0.8117403988440137,-0.8725936241222074,-0.8605837003136867,-0.8463426304805529,0.578611285677481,-0.8652740805548681,0.028087727198638036,-0.6830899000396898,-0.6268428485632613,-0.8661498086497629,0.08445806128578214,1.0,0.944179583320251,0.04153825473437727,0.04188354317544819,0.014450212640310532,0.039740464500555205,0.03309844829354886,0.057005973865068116,0.04008896691184471,0.04569577194722035,0.04208285176213061,0.0451000984285657,0.04110709821224221,0.04316489630828841,0.042359726609009184,0.042762193756336636,0.04285455945696594,0.04158303019104113,0.04065258780283691,0.06063748850906592,0.06636779077044982,0.06784073814573828,0.06834403495618885,0.053045197332096276,-0.04409607266057066,0.06491593438548857,0.024024996452327446,0.0427310392986899,0.045149394075638415,0.034055395255072056,0.0615613790275357,-0.08188431940976741,-0.1015488654029981,-2.511627303608217e-16,0.2059160042087287
A Bandgap,-0.7961466089726331,-0.7973652356525974,-0.5090893277426903,-0.8246541405708984,-0.6122881597050771,-0.5385023050824491,-0.5581142954088499,-0.7655835255327978,-0.8065005440983868,-0.8095502625763378,-0.7960538544586241,-0.7989869438433316,-0.7784762614149517,-0.7806949744161839,-0.7801899953714873,-0.7945940611639069,-0.7804681118233255,-0.7956902551382118,-0.6221595526086607,-0.705789192584095,-0.6931501399886566,-0.7579690039686279,0.45461085512620464,-0.6903931427838155,0.018405264166584636,-0.7489403881571198,-0.6582996935376337,-0.7232824341904834,-0.2485105750555556,0.944179583320251,1.0,0.0160104459749087,0.014126009997725035,0.011985124843455602,0.016651633958496826,0.011846451166429437,0.02227198485996977,0.004460776942131216,0.01625859366601891,0.010848114968213281,0.017761445416347665,0.017888882652783746,0.016848917421805616,0.017759300930388605,0.017837348580324437,0.01791308924143185,0.015985163484108524,0.017600191186741467,0.02899988131183862,0.030867296876615328,0.03316524928510794,0.03390372221817076,0.020160205398647733,-0.018899098327437545,0.02851351148134088,0.04896425848709367,0.008718245223641322,0.0330185371730132,0.010203671443482956,0.08634677521723437,-0.052416094773378004,-0.07992984861271356,-1.8368503117039503e-16,0.2111005847402657
B apol,-0.08409933536135937,-0.08113497172846049,-0.080520635261574,-0.08259004739100867,-0.04298759244147102,-0.05803890576063207,-0.06985556147275883,-0.07861503530993523,-0.07804839650776849,-0.07989675861811654,-0.08521096938821918,-0.08259265241858779,-0.0837138590847982,-0.08335276837636127,-0.08326648799341427,-0.08407126673367087,-0.08486537440168705,-0.032517426715639106,-0.041843351234223156,-0.04098618828355804,-0.04076549340916119,-0.03363966084450949,0.017725679379031162,-0.04218540438037604,0.017000462221027003,-0.004057451974189789,-0.012271566069810247,-0.0846862318150274,0.07370863675626002,0.04153825473437727,0.0160104459749087,1.0,0.9971109953437225,0.6750225154345021,0.9908163823313451,0.8481746400319109,0.8862197492263284,0.8685746866186244,0.9831144825747109,0.953800119345176,0.9872521825685405,0.9967235310028124,0.9991370654633688,0.9973055642308737,0.9980991114958371,0.9980271521614313,0.9999907053644039,0.9923141159615019,0.6553325668598871,0.6531611821821978,0.6602832408834862,0.6529459959844363,0.6741441586397922,-0.5201865302115753,0.6672813348037052,-0.43517326647910987,0.41160983335367907,0.33679982297033734,0.9295004045531782,-0.06938958644093178,-0.7873394506767973,-0.7661322146672253,-1.743305353916536e-16,0.02312842910507414
B AMR,-0.08642057018755273,-0.08392107810119181,-0.08057421271339571,-0.08459940361941429,-0.04586309212911584,-0.05916428657678733,-0.07340888481606661,-0.08106537899533639,-0.08175676167841261,-0.0821759018679932,-0.08714926134793549,-0.08486046896353448,-0.08569933378987743,-0.08535953003859154,-0.08526435860125198,-0.08639985215773037,-0.08679182504958557,-0.034489281505349106,-0.04404186589037925,-0.043159837004239726,-0.04288530018516353,-0.03619963093577799,0.01828378481250072,-0.044746227606534364,0.020493470009527302,-0.006506819372554627,-0.012600474321315327,-0.087527794061908,0.08042372453452988,0.04188354317544819,0.014126009997725035,0.9971109953437225,1.0,0.6402963796521797,0.9895235349720852,0.85395593532868,0.8905437985722164,0.8807238003448812,0.9858161333975736,0.9675903545447054,0.9899037274753822,0.989531996191576,0.997538463816094,0.9902935619229771,0.9917517448129212,0.9916258521719017,0.9970516775982248,0.9829449365107342,0.7008600919855712,0.684955104793088,0.695691150333697,0.687197824625801,0.7205924603540392,-0.5640541491136425,0.7031538161837672,-0.4622021799718872,0.47430559534476696,0.38373153963031414,0.9286102007273358,-0.08739000806074843,-0.8183033647777457,-0.7914060459239628,-1.9162043649534707e-16,0.018964456823352824
B nH,-0.03831221165389969,-0.03445155296983447,-0.07371568957580896,-0.042861112889789006,0.009080713100420178,-0.020888208427563927,-0.015620065897744662,-0.028595229031152747,-0.022217753368070154,-0.03059358621055182,-0.04204185182123877,-0.03595546784489888,-0.03992806309608037,-0.03906090886200509,-0.038969671620778065,-0.03814196812775951,-0.04238151742489314,-0.0023466677600716135,-0.004851270467777313,-0.0028946114973681233,-0.0025896929925649363,-0.003059621242541754,0.014383914254293547,-0.0025228380732109715,0.012241994309448258,0.028076869505840717,0.005157157088407966,-0.025686005369342253,0.006236796220434938,0.014450212640310532,0.011985124843455602,0.6750225154345021,0.6402963796521797,1.0,0.6947314982994599,0.3707056292696797,0.34194525437301115,0.28013303121395594,0.5387125455026364,0.43581629484534173,0.5533019584497405,0.7265157493386021,0.6452820827461223,0.7175354272932583,0.7062416415258941,0.7059742165370004,0.674190120109685,0.7573852872217135,-0.008857694643028128,-0.057077472080003376,-0.060919548993472544,-0.06863656504628043,0.03932190186258281,-0.06253419862010758,-0.049099297336317786,-0.4223884646739818,-0.15277094270246927,-0.19753596383285346,0.41964233837247306,0.3347324464949602,-0.18799268492059362,-0.29463611823424934,6.586299939513423e-17,0.04261742443653775
B nC,-0.08479838630394716,-0.08289919172985004,-0.08372978398069245,-0.08543341568948905,-0.048666444189248835,-0.050839721179718536,-0.06573657839084546,-0.07726095696830614,-0.07937436133650459,-0.0797820672389394,-0.08581846888662818,-0.08281008971624544,-0.08347988637340886,-0.08306580100677147,-0.0829346559946332,-0.08470522917691153,-0.08519650331561103,-0.03545021915351322,-0.036318345796407935,-0.03690484202944089,-0.036165333315670935,-0.03885240368824442,0.02134952933864856,-0.03832672502784748,0.031701364358016355,-0.016007474529328856,-0.01810156837831265,-0.08420679198898806,0.0664831853157048,0.039740464500555205,0.016651633958496826,0.9908163823313451,0.9895235349720852,0.6947314982994599,1.0,0.8051247854215128,0.8377986304000179,0.8136708945585114,0.9594742044243484,0.9312400861391017,0.9750180251117015,0.9919542446394646,0.9876606350075585,0.9855705571765669,0.985700238795867,0.9853998291946953,0.9902241943737174,0.9834910499015976,0.6689532446584799,0.6035147197809532,0.62224569599187,0.6107573360654818,0.69300864153974,-0.5847794042584761,0.624591073468,-0.49738194625125165,0.44776750442356855,0.3947989569759533,0.9107779441930498,0.019680368324782614,-0.7836464031085688,-0.7907577419636332,-1.8899628640375465e-16,0.04168197352345631
B nN,-0.06631133344901899,-0.06215359375866222,-0.06689733044450294,-0.06088702405341977,-0.05252268568796373,-0.0435890834292949,-0.05596379050462888,-0.06271703623881951,-0.06326695425520708,-0.06157398435465363,-0.0667324802387655,-0.06522717772602393,-0.06724520509239681,-0.06697357217467083,-0.06695890972744607,-0.066416522378296,-0.0687057787892222,-0.0090624772235283,-0.026573071063020245,-0.024849200753203276,-0.025698638815071898,-0.008551735903847672,-0.012887623707096434,-0.02685064552200982,-0.006517979864056054,0.009183033087472751,0.009758003257221036,-0.06602375194877132,0.061487797209079015,0.03309844829354886,0.011846451166429437,0.8481746400319109,0.85395593532868,0.3707056292696797,0.8051247854215128,1.0,0.8110345620036357,0.8689695580218169,0.8866446908237231,0.9075754605656036,0.872369664338091,0.8197634151968337,0.8586620635828187,0.8334998427853356,0.8389909692649634,0.8392764761500419,0.8492910940013981,0.8161319924651799,0.6168227253678722,0.690262936644442,0.6962957046942765,0.6976379154233667,0.618495451806209,-0.3041412762354752,0.71141387072175,-0.20031841819025736,0.465143813161479,0.28883036845372645,0.8802945245892573,-0.1931431971276028,-0.7666176476681661,-0.7060364900425778,-1.574798791566265e-16,0.032917389504299954
B nO,-0.08744272238646704,-0.08442842065143019,-0.050128662490761755,-0.0814453307774356,-0.03538140754258382,-0.08464717785121763,-0.09137513246260434,-0.090632924014521,-0.08672617267231786,-0.08995161929844935,-0.08703881346595617,-0.08818280252192787,-0.08723842723232143,-0.08745631471670087,-0.08747107204812833,-0.08754668745272431,-0.08537115976599341,-0.04921744457488865,-0.07089192043270921,-0.06895650274683708,-0.06931072500926296,-0.04498328438309629,0.027525461112932286,-0.06933405631715787,-0.009629307849133061,-0.007127912908242264,-0.02115270130132931,-0.09949178451224024,0.10024928488758068,0.057005973865068116,0.02227198485996977,0.8862197492263284,0.8905437985722164,0.34194525437301115,0.8377986304000179,0.8110345620036357,1.0,0.9724712729672325,0.9487440926267529,0.9363076642272015,0.928925584105475,0.8586503902737529,0.9022492331082147,0.8742905846894137,0.8806926793810016,0.8812230504670814,0.8874959798122134,0.8460358135292104,0.742349701319447,0.8884217238882501,0.8720605568167303,0.8748774808131955,0.7242266426369763,-0.5052847253154822,0.8766200468291061,-0.16674329927422046,0.4327385719198806,0.3831436035319766,0.9186620245864975,-0.37668110712274605,-0.8382176523763275,-0.7193528061006891,-2.0192449572023392e-16,-0.032915717751154344
B nS,-0.07725154574647713,-0.07347437222021591,-0.0532121841548037,-0.06809282738717588,-0.0422620685679426,-0.07152099104561332,-0.08309387424897949,-0.07971158946822893,-0.07626072234246502,-0.07739581659616881,-0.07710242170766793,-0.07746565158284989,-0.07809750096143249,-0.07815870736120513,-0.07819436190995989,-0.0774594703457449,-0.07720121271461737,-0.028059949984648423,-0.057467079292974614,-0.05375330570387919,-0.054794759034387505,-0.024779724450378477,0.004078057962314263,-0.054966196288789446,-0.014728497050750583,0.0111612733475829,-0.0026034198944610847,-0.08616158496503801,0.10438144503872837,0.04008896691184471,0.004460776942131216,0.8685746866186244,0.8807238003448812,0.28013303121395594,0.8136708945585114,0.8689695580218169,0.9724712729672325,1.0,0.9407630132485055,0.9546762423194683,0.915491175598506,0.8308736508781006,0.8852831122450845,0.8490459903006851,0.8564295397200711,0.856839470158563,0.8700629584463991,0.8183103740916502,0.755868520819449,0.8949302484580236,0.8802575325071565,0.8820067241563708,0.7518842049671877,-0.48550705870775185,0.8942287929317059,-0.2532308667591842,0.4866055265092716,0.3801627262462418,0.919658955831295,-0.4534837357038907,-0.8298159060789745,-0.686520096982595,-2.0151245233808267e-16,-0.045706793056779126
B MW,-0.08654518590543042,-0.08354501204224984,-0.07250012959209469,-0.08296934911426149,-0.04630830927130718,-0.06564681065512867,-0.07797629120013495,-0.08365865537421575,-0.08286456201520695,-0.08413141455525959,-0.08702987338781208,-0.08566243422912566,-0.08618457059811525,-0.08600613294104595,-0.08595133522352255,-0.08657712060462751,-0.08655772734256051,-0.03617256699776818,-0.05008832392110057,-0.048887300815989895,-0.04892668911508942,-0.03597783205882675,0.01691131450184236,-0.050115233985701155,0.009039524770108246,-0.0054839404125885255,-0.013310214547589322,-0.090820035512418,0.08518244813774642,0.04569577194722035,0.01625859366601891,0.9831144825747109,0.9858161333975736,0.5387125455026364,0.9594742044243484,0.8866446908237231,0.9487440926267529,0.9407630132485055,1.0,0.9860831368749765,0.9958755029268404,0.9670224190533915,0.9895906357918276,0.9730539685389176,0.9765979201908119,0.9767030257133674,0.9835712627194277,0.9576286879166646,0.7282014829801465,0.7702994356879543,0.7725716050156104,0.7682282261879964,0.7353166472173392,-0.5388564801208005,0.7796382276594446,-0.3602576264125082,0.46934048861467575,0.38896799638635915,0.9614656087742024,-0.19204767821242016,-0.8441387869387359,-0.7839904001322217,-1.9335455663855284e-16,0.007034383062595648
B nBondsD,-0.0857505370864364,-0.08353699603062857,-0.07145152768290784,-0.0815576779554619,-0.05566129674639024,-0.060177680158085375,-0.07775488422444565,-0.08250703673265583,-0.0847470323243112,-0.08274794373235383,-0.08563026222715486,-0.08463746280105497,-0.08488416663667853,-0.08472067521337609,-0.08465127024546147,-0.08580171920791092,-0.08556245033004828,-0.03454777989273807,-0.04718221166257049,-0.04632446027486654,-0.04631794657479604,-0.03584859958186408,0.011892171737878002,-0.048256199248865456,0.01506088189309224,-0.010372252689004904,-0.012515768412317607,-0.08931864336517972,0.09092436732689461,0.04208285176213061,0.010848114968213281,0.953800119345176,0.9675903545447054,0.43581629484534173,0.9312400861391017,0.9075754605656036,0.9363076642272015,0.9546762423194683,0.9860831368749765,1.0,0.9807424534756007,0.9267484053210353,0.9636459246275896,0.9339037102861245,0.9391705262683501,0.9391757379307583,0.9542313109134691,0.9129506963229359,0.8028914001880001,0.8212113010288584,0.8310619633880861,0.8250807296507772,0.811527578683432,-0.5960137660427989,0.8401492367365839,-0.393841690985883,0.5860499744477595,0.47123159066223186,0.9505060796923125,-0.23422154502466108,-0.8919248424967645,-0.8184179832244708,-2.1612499635052323e-16,0.003649871335236695
B nBonds,-0.08696539215772324,-0.08450709745289042,-0.07414803389568128,-0.08480565908152451,-0.05006110762727898,-0.06130404219232698,-0.07505240528951122,-0.08284999986833974,-0.08346167179911725,-0.08422731783619393,-0.08747267400342022,-0.0858304820087542,-0.08605021246649007,-0.08584851786758983,-0.0857681451354337,-0.08695437871558705,-0.08675869544740404,-0.03793883843253146,-0.04639370201550373,-0.04619046969802213,-0.045921750780802205,-0.038953238064902806,0.01899831300871434,-0.047416165008869984,0.016892347431443158,-0.01284817892549946,-0.017331240904999327,-0.09110810343502988,0.07888532486100963,0.0451000984285657,0.017761445416347665,0.9872521825685405,0.9899037274753822,0.5533019584497405,0.9750180251117015,0.872369664338091,0.928925584105475,0.915491175598506,0.9958755029268404,0.9807424534756007,1.0,0.9743651591486462,0.9926275705461821,0.9753641069288818,0.9786138834986797,0.9785854606357272,0.9873440106398772,0.961415439619535,0.7415864925525436,0.7450702017912407,0.7548356370960977,0.7480333842553266,0.7509015292259462,-0.5811535731856323,0.7577369135292418,-0.39179594826598774,0.488274828862307,0.43287824908533773,0.9657002052009113,-0.1384293794126618,-0.8479675894980742,-0.8048729982521902,-1.9585060832880678e-16,0.023165794798323744
B nBonds2,-0.08208765784759305,-0.07901704907915547,-0.08107605775383275,-0.08153460377813466,-0.03884432086936551,-0.05621297856734141,-0.06613157381360431,-0.07606837955658892,-0.07485053014295015,-0.07774428717661867,-0.08351343431165048,-0.08051492598721251,-0.08176911059064969,-0.08136852499842243,-0.08127758176909258,-0.08203259299495809,-0.08301619007773933,-0.03193063074684306,-0.03958173686196623,-0.03888562819883079,-0.03858160152188873,-0.032959993425605454,0.01955707786365704,-0.03979633060577918,0.01724131426897944,-0.003015802901980938,-0.012904189383872102,-0.08209500086039594,0.0667592163902733,0.04110709821224221,0.017888882652783746,0.9967235310028124,0.989531996191576,0.7265157493386021,0.9919542446394646,0.8197634151968337,0.8586503902737529,0.8308736508781006,0.9670224190533915,0.9267484053210353,0.9743651591486462,1.0,0.9931255166079982,0.9983986461517609,0.9980292431187899,0.9979335698639439,0.9965744684355083,0.9976546800850031,0.6093637569096492,0.5992143217672189,0.6062324384584517,0.5985368445619282,0.6300603939964988,-0.4962996180892239,0.6118182106878023,-0.43728287182617426,0.3615314328198523,0.3037430159144686,0.9099713427260524,-0.02378949695906592,-0.7502861405823811,-0.7435385397532824,-1.5780553189764737e-16,0.03062028913889706
